message_type,source_ip_encoded,dest_ip_encoded,packet_size,timestamp_delta,sequence_number,flow_label,teid,qfi,priority,label
3,933,125,1101.3778727379472,0.048185490875305124,35056,120035,11574,8,7,0
5,552,394,1243.5726798342828,0.029270934617233936,61922,745147,21410,27,5,1
4,317,816,973.2689612288053,0.023595509781014583,63157,186168,85971,18,5,1
3,501,880,903.3152652135605,0.04578229404056283,60521,221666,24465,27,9,0
1,827,805,777.6894203543857,0.07464352566790664,4009,756141,42841,26,9,0
1,380,575,279.8520936548996,0.1654432373040347,44465,265237,48786,12,8,0
52,622,324,902.2858070664879,0.04490539141026324,41873,287062,20663,60,4,0
2,13,391,741.2222089271157,0.0371436347581243,62338,990247,18229,37,14,1
3,503,929,1080.3283349693922,0.11108690734334095,34232,193708,60722,42,3,0
4,230,687,727.4751083319659,0.03139431577342577,63212,714166,49224,52,14,0
5,984,627,1551.0316338259786,0.016253471168622177,61601,140466,7387,20,10,1
5,83,439,610.9344340407179,0.2709247823317312,20638,124501,6863,26,5,0
4,129,203,820.9787801421919,0.12856695050099073,45228,784516,40109,61,7,0
51,742,485,1744.6095752280944,0.04304122561463407,63718,616798,91789,45,13,1
50,837,832,1078.9425541133298,0.05216645597630094,62422,93708,75024,5,0,1
2,144,30,934.1323055688879,0.001486862227897426,61925,622107,80141,37,6,1
5,890,387,996.5121841345368,0.09626042500641285,17811,1030649,82964,48,7,0
3,856,624,990.6984790252882,0.071234809030182,9885,235603,27202,10,8,0
2,27,876,635.3752599755544,0.07891068667626502,50946,930784,68579,46,10,0
3,65,433,204.36169387467135,0.04453872370520719,2724,560591,49967,40,7,0
51,162,836,925.4896601257399,0.004249247817263856,60566,551741,54775,52,6,1
1,228,925,1003.2078565059267,0.0214852062921371,64391,514908,10387,16,2,0
2,260,375,567.4897431728828,0.3010738571189603,4762,895318,77229,55,1,0
52,448,343,796.7186488951413,0.05254310358730866,7631,847127,15226,38,14,0
5,423,442,602.7545186100967,0.06286395770831904,61807,723809,16694,6,2,0
2,459,578,220.34985124218508,0.005414978063461413,16376,523526,72198,62,3,0
2,951,74,597.3556468880216,0.003829002510353262,41510,156837,43022,29,3,0
2,675,556,1001.9396062069137,0.12629497426093292,25219,395556,18262,20,5,0
50,300,771,88.92425598025636,0.07723953095904597,30566,519676,27379,0,11,0
2,918,665,1313.475307714009,0.03553562601263522,62915,747075,86756,24,6,1
3,302,154,444.179230580176,0.027855654425901072,32976,1010913,11938,31,11,0
1,286,429,982.5326208422576,0.13655146882682956,27074,562345,66331,58,3,0
51,394,362,1014.2956807620959,0.018420722848603806,4191,918101,47367,56,9,0
4,9,447,1122.6234292899258,0.01053202355896254,60251,713348,72323,7,5,1
2,706,986,749.0995523656334,0.06175058456833166,2887,618943,40161,4,8,0
5,629,233,558.0911908591096,0.03372643572226335,49630,277169,45314,29,13,0
2,269,562,396.3249799685102,0.028430508919455352,64171,269289,27033,50,5,0
5,591,817,1309.42787190012,0.103630713494618,8954,625494,91964,7,13,0
3,969,261,540.4785718486617,0.1052602400797549,8382,186869,17359,48,2,0
5,604,826,1270.3388393589416,0.1740213504623909,23239,828155,61711,18,0,0
52,777,124,542.149988059947,0.05407842125484677,13796,597518,95327,43,10,0
4,843,910,1436.3356756519777,0.0037946754729564756,62354,922334,86158,58,9,1
1,861,244,458.6578521039096,0.03197458448050013,63000,679290,48822,54,9,0
5,360,541,957.0185050706045,0.3912296202583937,49908,416968,28366,29,12,0
5,256,937,702.3237928540634,0.09069806436372657,9639,108138,13190,14,4,0
1,132,484,706.2451517972988,0.12369681625845129,4932,731385,76750,35,9,0
4,275,121,983.0069509353351,0.0007385031969425602,42624,1015732,7249,54,9,0
2,775,124,659.2575904762706,0.07302380863036913,38493,736664,4370,43,2,0
5,682,548,371.5554513664707,0.0038250987322470086,26412,62040,63764,26,7,0
1,971,169,1028.3916690228357,0.0842181466362131,45189,632956,8051,12,9,0
52,512,123,456.2298230053015,0.2535410987728715,20535,723056,28606,13,14,0
52,312,868,954.955185319373,0.3455203737297697,36829,504788,49617,36,0,0
3,575,34,1091.8989635999,0.07777309800773884,29182,457864,54480,53,10,0
1,885,86,687.3518340943348,0.061286721842218166,37534,841462,80935,47,1,0
3,979,645,1154.7058532275353,0.29007329465774734,19997,56815,40884,29,2,0
52,283,707,944.5351123583852,0.11196617788847724,6554,216741,33056,38,2,0
4,120,785,591.2415739565673,0.006710103307627977,40147,112789,68732,46,11,0
2,106,200,1830.6430510197338,0.0313422836262,63501,428906,90988,12,7,1
1,932,368,686.2476802172743,0.013737964519882679,64770,743766,7451,57,4,1
51,686,796,1030.4848065433955,0.03172545678807437,62311,1007536,2926,15,7,1
52,996,76,1107.1583383713019,0.030391205498475696,62115,844355,80052,43,10,1
52,203,58,981.5671103054767,0.08726203246911185,35955,167644,50273,6,13,0
51,164,430,1134.6299892143404,0.044125368273767514,61365,185102,5311,47,14,0
50,304,637,1115.837467070814,0.017945022237007117,5790,330048,31818,54,14,0
52,496,499,867.1244958722918,0.07006138561116622,28931,768821,92945,54,10,0
5,631,912,1073.878902991395,0.08865754959866623,61602,237469,44529,26,5,1
4,555,108,252.20472751171098,0.10906805127395165,17530,757596,55780,44,14,0
1,823,735,405.75624366343504,0.041304556620610555,53547,684563,84817,60,11,0
51,155,277,1329.9966467874306,0.2741447060897155,7943,77088,82642,54,1,0
5,366,67,373.7676056238573,0.121639000748287,63270,529896,84084,34,10,1
51,718,68,846.9792105410506,0.011744893129222687,60513,1038827,76311,14,3,1
1,901,164,1143.381884615027,0.004021549631119339,18297,569955,15458,27,8,0
3,619,488,1294.3709846388151,0.06760599261616707,60441,579835,42312,34,3,1
1,250,304,1078.4135213017075,0.17579974431107007,32245,939989,3981,6,4,0
50,956,908,962.8485053812029,0.34377959932127733,297,500812,20887,61,4,0
1,915,673,1240.874761208266,0.22057886916943295,2410,927366,77113,49,9,0
1,881,364,888.6281859694654,0.09176285468657426,59981,914823,50878,45,7,0
50,333,853,999.0343187454534,0.07551339505053631,56783,234907,97428,49,5,0
4,641,820,582.7260403824979,0.0028235960383236115,34230,862380,36182,50,9,0
52,968,378,1463.8498390101615,0.014161695467034186,60000,1004394,33263,45,6,1
1,510,342,681.1621706032314,0.06154729710720278,53445,858312,948,19,5,0
50,292,946,664.0682396057863,0.09902169130855343,35037,57560,23,31,13,0
5,19,898,1068.4170543941414,0.08147541430808121,50147,901495,1129,37,13,0
3,281,553,1070.487012817809,0.13572638136490334,63579,1023695,79523,60,13,0
3,796,353,1306.5326467238394,0.03281804122525437,39323,214601,32323,39,4,0
1,0,415,1286.9789556458604,0.08323003059024983,49160,880650,48930,31,14,0
4,118,108,1075.1945484076327,0.009227126970243187,27168,376606,81697,25,4,0
4,34,562,283.8663169289863,0.05338648733691773,51668,683775,9809,57,2,0
5,197,761,1348.3042948849088,0.1386937899965005,28992,982027,95149,38,6,0
1,484,496,1075.3903011999087,0.11822140960742074,17802,936827,52883,19,12,0
3,756,340,855.3629594611639,0.23358012320922938,65234,184286,21726,17,9,1
4,58,941,1018.6727466688346,0.03255793564269298,7359,280141,72535,49,4,0
1,836,382,488.82027771118146,0.06895323203947223,53085,121266,39951,14,6,0
51,160,532,985.5890360329225,0.03997769371310967,63139,974507,88955,51,14,0
4,690,299,405.11898767777024,0.058089606501413905,22589,3679,83577,21,1,0
50,205,138,557.534477364009,0.19445619673465356,62902,488241,20558,50,8,0
51,11,358,1519.4681081402368,0.05763374573562422,60902,564596,21826,21,7,1
52,489,835,1121.866022897868,0.21408165714363392,60189,206096,8999,52,14,0
4,275,498,897.6310578301432,0.022754209615977766,17503,695202,36081,20,4,0
3,692,384,714.1494089936089,0.20664156903706218,25129,982912,57798,1,1,0
2,241,603,165.54011149490282,0.006162253588162449,31646,987036,15803,39,5,0
51,215,958,737.293670104592,0.21946214922382923,7638,447154,11168,52,7,0
52,250,279,960.0455230473583,0.03990961025428199,661,529983,42408,42,6,0
5,810,636,704.9704682193059,0.03777346268302623,41676,226812,13339,17,7,0
5,125,482,1189.8399265075118,0.03588106996161329,61220,582787,76290,22,3,1
3,993,908,744.3147596246238,0.28249805182559135,28162,23382,71521,12,13,0
4,216,110,1055.2322019803548,0.0024480305805123703,62321,800667,18896,62,2,1
1,305,865,1234.1448254819156,0.021711054459059062,60855,717583,47911,40,6,1
4,796,138,1077.2874380313929,0.09709610164780502,61017,657726,65899,8,1,1
3,184,995,1232.9868660895827,0.0504271279544665,51682,158539,3455,48,13,0
5,38,434,138.07434548488015,0.022209022825010864,3971,452532,86541,6,4,0
4,222,508,636.2472242086767,0.05530273567214096,3408,374612,60798,40,12,0
5,183,272,538.9231329448323,0.04870317913667741,58803,6764,83138,53,6,0
51,494,98,1298.5997700154846,0.12350062687041655,65279,746256,50638,0,0,1
52,426,763,823.1434357649379,0.14352089111459304,9047,638119,5350,1,3,0
1,177,849,1286.6579304648287,0.0703430989613681,23801,61836,39964,3,14,0
51,918,103,1385.3426144893383,0.4454216042922717,63986,294067,75584,13,1,0
5,427,213,568.0749633288556,0.0626007416731942,14548,255033,7751,31,5,0
5,293,760,800.1500195100889,0.006000251061428593,37529,882143,94930,35,11,0
2,851,663,858.8913250773066,0.030418323325927005,31390,16292,22464,1,0,0
2,150,761,560.6558754987992,0.05728260002207045,60882,911345,74936,39,6,0
51,383,786,988.5146108112868,0.01706728165552316,51050,919118,58793,49,2,0
50,637,164,728.1477893705166,0.29481833808536817,30347,283083,13687,50,11,0
51,812,998,479.70954481970665,0.14560685283865174,22749,243772,63529,13,0,0
2,307,852,716.129508720037,0.031236719232151225,57617,18800,99812,19,14,0
5,335,519,500.69762817780537,0.08935623239443269,46234,56440,22788,24,7,0
3,945,283,1110.9940488257766,0.12781546765266114,36856,416462,14777,41,6,0
51,745,516,2055.7016648011518,0.14174783270770955,62220,651809,95064,48,1,1
5,891,656,1310.1687182525427,0.10669925791670326,64680,446021,57428,7,6,1
3,374,612,1250.074545623974,0.03620014045810706,63504,1047568,61087,27,2,1
3,7,163,845.7304300622558,0.14901121553535598,36788,645615,63309,62,14,0
2,340,885,1732.0053130222416,0.041293345570989085,64550,573936,15798,45,12,1
51,128,658,1722.3145516187324,0.0402267232653576,60195,901624,5303,20,8,1
4,775,63,1147.9558941532962,0.006093805198699484,64694,450067,63173,22,7,1
1,668,90,875.7769782137274,0.01348324191825476,64002,949192,38060,31,4,0
2,351,116,1493.6908832296854,0.03770153839138802,61332,355642,909,7,6,1
2,357,865,458.6937630347798,0.03131524322137328,48927,816196,60253,30,2,0
4,516,266,1163.782471226137,0.002126133119727267,33691,818902,80660,36,0,0
1,494,821,1320.4495673681681,0.12831574498797454,45698,780448,12878,15,0,0
5,85,684,1149.509631451837,0.0033026000623942627,29177,169573,14240,39,14,0
50,174,558,426.3218265156335,0.09045520038896955,14926,57207,86972,41,10,0
51,801,139,208.9998633743378,0.07747777020854885,21252,62157,27314,26,1,0
50,192,245,1012.6156020553794,0.34678081469049493,17649,134288,42104,39,7,0
5,310,660,857.9147479670611,0.03310308297924546,64651,677432,48409,40,0,1
52,118,757,886.1400062368957,0.006571407730269343,10980,93778,83252,17,10,0
2,217,394,1260.5446160022645,0.08022657885790044,2723,130016,88772,34,11,0
1,426,486,602.913447080477,0.18394561063975756,5356,648576,91666,48,4,0
2,969,475,686.7336030773121,0.5760125639712096,46070,168204,10535,51,8,0
3,413,516,883.0168917764948,0.0562721158567536,28800,110573,43061,14,11,0
2,113,976,410.7471080053308,0.038610190454554535,35319,120730,17190,62,8,0
2,977,183,572.6431411982371,0.23714347277969924,54472,935365,86068,52,1,0
5,144,19,807.4572511253807,0.021225570100557,32706,64186,10968,26,6,0
5,537,936,709.8635393546746,0.0955626630746666,43910,505349,81992,16,10,0
5,647,557,982.5223261397679,0.05203953077789556,23071,791392,65564,39,0,0
50,302,523,1500.0,0.004195009408073032,62966,18781,8661,1,2,0
3,743,581,1244.612252738156,0.021331000750506188,61517,237677,90876,48,5,1
52,880,528,547.4864161885972,0.030819574308300568,53740,257506,39824,49,8,0
52,587,882,1225.4721064272694,0.11586526344019273,11285,31126,55843,30,9,0
5,986,146,323.3544574039336,0.29718301722020074,21738,238217,9617,60,1,0
1,839,665,383.3275486912678,0.03120392307307135,23242,415794,75977,36,6,0
50,344,303,621.468968405683,0.16684765942617596,27415,515474,48739,40,14,0
4,813,619,715.1339838441123,0.00569511826603641,50819,892466,13108,40,3,0
1,963,747,614.2781790448374,0.07724523487022353,20896,280027,61405,33,1,0
51,800,819,790.5463026730931,0.007316233417478717,26772,554070,94183,33,2,0
51,0,863,882.4225708239035,0.2718600527545924,62410,318531,91788,50,5,0
1,146,581,1120.6878605825414,0.14539364905157764,55325,672339,15955,54,9,0
5,286,694,1241.034723229702,0.05363990470887109,64534,820178,16944,58,8,1
4,975,761,631.4161256914696,0.17366827164148868,53556,261161,40726,2,7,0
4,653,227,1104.3936159318237,0.10427608159525664,53107,66266,45435,16,9,0
50,52,101,832.0280359214412,0.17359880208042563,62697,524344,85752,13,13,1
4,303,586,465.3287644407046,0.06258082217665366,64454,293601,10111,13,10,1
51,68,416,1161.7868053713626,0.2585725621648915,64357,395459,87092,45,8,0
3,360,957,1142.5559734432914,0.07280117309645198,27476,448247,16463,37,3,0
5,601,215,562.3104823387682,0.012450302892333252,8253,132773,79233,34,11,0
4,957,406,680.2703438537224,0.07511528927398088,30845,711741,54082,0,3,0
50,219,398,524.9217364010212,0.01356740614299455,30152,705798,52800,61,14,0
51,961,922,897.9872652695402,0.08976983444081588,40007,335983,66568,47,8,0
3,703,714,1319.6147874104245,0.06587323443241401,23366,80636,89302,28,7,0
2,965,703,1010.8645395785366,0.09743844595999844,6027,1028806,51225,3,11,0
2,574,760,1110.7173927749097,0.0010097792590495576,32768,369841,56064,60,14,0
3,584,498,1045.9184995073035,0.021671487418012995,28524,66483,55241,32,1,0
51,160,753,799.9642554322719,0.06759566518485817,55762,20505,81353,16,7,0
50,680,464,1125.0021313733946,0.3005854563291765,10483,399769,17869,27,0,0
3,88,690,1023.5091688738398,0.048387384202133815,46570,557813,75974,49,8,0
5,687,948,1231.833714545941,0.05522937055209992,48889,211474,80990,25,8,0
5,780,973,993.2029764772096,0.06271001562513528,63107,96008,22223,7,12,1
2,584,730,278.5665081363841,0.09258178644358017,41433,44348,79795,33,14,0
4,756,81,1113.5753044619232,0.03551420481359635,50111,726547,63925,58,7,0
50,588,603,1357.3962842727262,0.026450871080473178,61057,269417,99855,17,10,1
2,158,946,711.1861699036292,0.024551672317395818,494,326380,78514,30,4,0
4,488,686,1091.931234461629,0.16910130522570155,65207,730929,54650,58,4,1
4,970,750,1500.0,0.01399915075141827,16466,134607,83750,26,12,0
52,323,771,607.3416042397187,0.04649552490941316,39768,936181,10224,15,2,0
5,609,902,544.0090079521001,0.0026178662741660266,29551,738384,48167,57,4,0
51,380,364,825.5852700480056,0.025074536557093897,65510,107157,39370,9,3,0
1,101,162,1154.1472633918884,0.15162715670931853,13834,525196,86380,39,0,0
51,493,47,2225.2808939381525,0.011230683588651737,62705,252299,69393,11,8,1
1,643,510,997.2094890168713,0.008345052710620731,32780,201225,59527,21,14,0
3,613,328,418.877376806171,0.06433159962391616,29959,108352,12662,15,9,0
5,18,839,1391.2592812153398,0.0010019260310612232,56977,95967,15592,11,13,0
4,453,115,794.1593902768709,0.008857567742582315,61889,351133,71719,10,3,0
50,481,940,548.6871704315091,0.16483132069787296,48320,559367,55236,19,2,0
1,593,848,476.18226287019377,0.14761024227580852,17146,212628,7971,50,5,0
51,396,336,1050.898615800637,0.2466738538820195,35954,1032981,47923,0,0,0
4,278,880,871.6488158559241,0.19276852867320715,49178,111889,30756,26,4,0
1,850,736,903.5226130837551,0.1149407485778765,1807,1029825,19417,2,14,0
1,364,863,1778.926403582369,0.002687597683929059,62063,262063,13673,11,6,1
52,330,839,559.3536225471067,0.15271605556957812,55804,311467,83469,29,1,0
1,640,146,1209.8463884820944,0.18676311581706284,5665,962824,46997,8,9,0
50,343,574,644.2528031618929,0.16048591398903225,61502,1009602,74096,52,8,0
5,821,805,1449.2022121737068,0.0710250685793965,28901,352053,65,60,11,0
50,454,322,979.621704797942,0.026514050490345293,14127,46105,68836,53,14,0
2,600,442,785.8926616006303,0.0933230653375266,62792,423380,70386,36,5,1
4,724,836,192.37457500385608,0.12988800343725945,5155,132957,5640,0,1,0
5,654,12,1042.6774166837033,0.3950824874529127,22209,975323,11056,41,7,0
52,64,942,687.7459172029448,0.01692386300301006,13768,1046883,59221,48,7,0
5,75,493,753.3302916434493,0.02557501440337658,20044,1049,87595,3,0,0
5,710,700,1029.8588027522321,0.023800106695362915,47995,577569,29428,14,11,0
51,142,286,1654.686221812795,0.07864078044329924,60420,305415,82517,50,0,1
5,916,719,1167.1131022007871,0.02069101494282347,33529,66697,64667,26,0,0
52,914,113,447.54760748511904,0.006898554632446562,16979,459567,64275,7,11,0
50,827,479,1227.7684248873766,0.6543672451233795,56345,36534,10867,59,3,0
5,604,21,626.2863991495551,0.002513035011474158,46649,93034,3890,59,3,0
3,472,348,123.12501957553195,0.18032900525854967,1056,58097,48227,22,7,0
4,416,725,669.7018439129795,0.022735407512681306,64648,709173,31336,14,0,1
5,304,682,865.4075276397696,0.18427294038461078,35852,287181,50548,26,9,0
4,735,834,759.5335892634872,0.04044142657643496,62814,429223,26163,30,2,1
3,496,565,773.5866592471868,0.23190318981262067,44877,472694,89450,38,10,0
3,290,905,901.4757462587535,0.2606301516859094,52828,551566,24688,46,0,0
4,939,809,745.5843790672143,0.0009139822497407573,26625,663632,98757,7,8,0
1,101,319,651.6936986429849,0.007840723644484236,42419,510708,10996,29,9,0
2,985,125,637.1867716552982,0.014408024648555154,62840,1046417,56489,57,11,1
51,266,276,806.5831424645996,0.11065902774487231,5256,974687,2632,54,8,0
1,866,975,180.51278372457944,0.21916896917184872,9412,361317,34955,41,6,0
1,967,203,891.3008812262605,0.030803932379874884,65245,824726,5968,17,12,1
50,621,193,521.6647672817717,0.09338772630256832,49113,597565,88295,3,11,0
51,973,680,1092.2804168209882,0.01044353553147773,61031,980013,87279,46,14,1
51,841,663,736.0010602072192,0.1634585652222782,42460,4694,64472,42,7,0
1,961,546,1087.9870023301237,0.34212402452289314,50983,1013346,37117,21,0,0
5,941,695,1912.5647747623198,0.0156396657152553,61491,582438,92117,2,4,1
50,776,285,464.666347928909,0.06828522587890999,36164,591758,34228,14,14,0
50,2,56,2096.7746813715135,0.004502587558132413,64975,545844,1943,34,13,1
3,84,733,566.2113201435704,0.0819020330158421,31236,195543,47665,46,1,0
52,793,302,1277.6370523153903,0.034936480854888756,61885,967359,28070,37,12,1
51,327,162,953.2588967444954,0.015599494428554045,61615,573374,87343,32,0,0
1,815,18,1500.0,0.05835149851435857,19195,674267,14408,13,2,0
3,449,369,955.9729480068011,0.020331137802694858,64947,772687,59202,47,6,1
4,453,263,260.97859610658406,0.073779079171612,3045,989199,80094,0,0,0
2,923,793,1247.1138410578944,0.08810547149463606,55224,179559,54349,52,10,0
52,628,112,824.9818985420543,0.0004265935867707807,60509,946662,81982,48,1,1
52,220,487,691.5234258273222,0.14313167606257016,21058,937797,17879,25,1,0
52,153,326,697.0126557332212,0.062416143094505876,61859,963265,83101,7,3,1
50,664,541,692.3888680853244,0.0456158139857578,9991,1029621,78630,49,14,0
4,11,646,547.8825391383677,0.005438853820967645,38961,623756,55421,15,11,0
52,132,578,1002.9325449484314,0.1406221758522542,43536,819819,91988,37,2,0
4,993,64,824.2374889165937,0.3104992839600694,49297,958254,43169,9,2,0
5,303,291,595.6834518155963,0.02746363340482561,7508,592890,54863,41,9,0
52,292,24,1098.7615929976782,0.03908592159756124,4858,938760,89623,36,4,0
2,974,548,876.4990252023796,0.02031116481981208,12119,1024446,82026,25,2,0
4,299,0,246.18552486678334,0.08602321026954753,50530,493857,28005,27,10,0
4,739,910,1075.9109942252906,0.01682309705960842,3147,516304,20472,11,6,0
2,782,548,1283.1905477336857,0.022017887633851246,65061,923098,91821,19,4,1
52,42,140,1217.2197462774627,0.11940654246732532,54177,526748,60168,48,3,0
2,943,743,837.1752279027934,0.08212441845663424,49946,72356,83829,13,11,0
4,342,647,843.7307922445823,0.024425699842621967,61858,841130,65309,45,2,1
2,325,900,738.7114000094489,0.05451576160119616,38525,259925,83970,34,14,0
4,813,187,1561.763698896324,0.041289477866464544,60913,888178,14569,28,11,1
4,497,127,568.7788820897413,0.0005881992940075647,17495,540479,9467,11,3,0
5,363,200,667.9109638677324,0.008176321104909191,54825,608919,91058,51,13,0
1,890,126,733.4934260002799,0.2130802777432289,20438,245702,57325,17,14,0
4,426,256,455.1885169352381,0.008107881576375629,62138,796961,15468,43,11,0
52,20,675,573.1029726114276,0.12269125744285758,3938,32175,97556,1,1,0
3,406,546,1277.6475863118856,0.1263102904748308,65486,279819,75956,1,0,1
50,618,193,1160.7433242959025,0.03156476278264864,21327,436374,52949,58,2,0
51,335,702,895.1440954131426,0.04628158228253819,38666,833230,16677,16,10,0
1,814,103,786.2416221892936,0.08414648524741813,8975,857342,94792,9,1,0
1,116,534,550.6187678143067,0.21346073319931122,47146,392544,31515,17,0,0
1,123,264,1128.5481235160696,0.2845685786020836,17501,681336,22651,21,0,0
5,398,801,1395.0774749760792,0.06726976211605293,62065,718476,88291,18,1,1
4,792,941,587.9810709442281,0.009060301285840528,1751,340822,77702,57,12,0
5,803,973,1069.5945376054701,0.11061027387808259,65019,62821,10684,52,12,0
4,714,383,967.8731184531401,0.05281476574635663,59921,510559,98093,0,8,0
52,50,259,833.9113427851939,0.03181008942230928,62966,12204,59820,23,12,1
5,782,413,1154.3797846811099,0.0025198632363225082,65154,973169,80979,60,12,1
5,323,990,652.1681815271189,0.021203317494335384,5746,793826,4861,35,4,0
50,788,357,2250.0,0.07815482470786789,64889,246464,3730,24,8,1
3,140,74,959.5234649376977,0.06050609087312271,21449,851246,31352,35,7,0
5,469,354,1284.042924681708,0.01795261993738553,63837,33593,62745,61,12,1
50,786,583,941.798916823014,0.04845392801568471,28452,959468,24347,30,10,0
2,801,770,1213.7487764592493,0.19268888006817328,28208,208260,74156,30,5,0
3,333,909,774.9859566684603,0.13822984251367285,5939,115064,76701,62,0,0
52,892,187,623.0272106402731,0.03178875625462011,61537,492492,6956,1,9,0
5,963,972,1053.2849684292253,0.012499857540334466,12151,53365,65643,18,4,0
51,372,684,747.5166301996064,0.029034992352929848,13407,764932,70291,52,11,0
1,563,991,479.031401275849,0.25352292708595753,19782,917947,44294,11,0,0
2,493,289,630.8911057097737,0.04356453442039596,61596,220511,61337,9,6,1
2,538,44,1258.78896525186,0.07624548346102644,50512,492274,21663,30,9,0
52,668,572,839.4933700757854,0.09073151325819924,58436,421396,6409,44,13,0
50,750,82,623.1297848022797,0.04557509087351677,37622,966295,40404,60,10,0
2,155,122,1094.5492900310715,0.08228098766509945,64442,479871,1226,61,7,1
3,290,357,1563.350123103758,0.037041953579135256,61055,206971,12197,21,7,1
5,647,527,711.9783452473865,0.012414461829769187,28880,961169,69787,22,6,0
5,143,65,365.1740812467745,0.013818807510768479,49012,103700,15373,51,1,0
51,105,935,897.7522556443774,0.0769724051944379,7934,359221,17280,22,4,0
52,419,656,1162.5043452720688,0.275782178131858,9437,396681,95730,14,3,0
1,669,374,1142.4392953916752,0.03686782992235956,17670,68247,54241,25,4,0
50,657,161,948.3015278382397,0.10183487860880783,65003,182631,92405,2,9,1
1,1,745,1180.7517969375137,0.14443285838790795,6475,156270,38188,22,8,0
2,944,379,863.8849921014869,0.028476957510200764,47448,841172,48482,19,14,0
52,588,655,1172.344203163618,0.00370175202151218,11229,153560,28476,60,3,0
51,643,357,972.1061090007661,0.010741514178209677,33539,693875,44553,44,14,0
1,89,187,343.5209472101991,0.13037707967543996,1844,509627,67970,39,14,0
3,344,321,1324.0216812525039,0.022273080905482454,74,1006648,76535,56,11,0
5,349,449,815.5351553596861,0.04640548312913647,50813,290042,96670,38,7,0
2,458,473,1459.5572207612176,0.03482756500092622,61023,395135,99606,55,7,1
51,262,12,396.78661145844677,0.12926880628254264,20734,181142,6859,7,1,0
1,350,183,951.5979500234196,0.012017101076727734,56255,586901,74487,17,13,0
50,107,110,1696.317479734197,0.026074649692370683,63204,96707,74475,40,5,1
3,585,926,1380.5961009795212,0.06637299594914071,25396,373921,25169,5,4,0
3,38,507,1220.1199384385848,0.07783283729338986,20203,1003639,32100,26,1,0
1,908,289,966.2674111838119,0.17057321038928244,13274,1000005,71181,35,11,0
5,158,294,336.68679399548415,0.018835354677357127,48890,47003,61456,14,9,0
1,582,450,839.6818371492263,0.16493824369740898,33100,572766,54241,36,3,0
2,958,903,622.2471304361209,0.1180511608794534,50574,407650,74797,57,6,0
1,311,214,870.493362444874,0.08116397998589238,7513,963750,54593,4,12,0
3,240,973,435.1022501614703,0.12024002760720882,28232,429865,47459,38,0,0
51,937,631,736.9499276624296,0.053105849982371195,23275,583318,58047,61,14,0
1,444,893,967.2676122872692,0.007448067567136398,60575,708421,16489,8,8,1
5,297,566,635.5500932092261,0.10959116594483148,59036,395215,58842,6,9,0
52,951,26,957.7937163039805,0.03718754160719611,60198,145921,396,40,11,1
51,35,629,759.2435850835267,0.10199160886323018,22410,469655,52670,19,0,0
50,83,732,885.8584277144066,0.041248788170013234,46195,770448,10846,9,14,0
4,451,230,64.0,0.2373722161699383,53561,506220,36060,61,11,0
1,885,564,87.07014309864087,0.08852036528378233,5114,839232,18395,25,4,0
5,774,806,698.3925980234375,0.008927118402130035,41188,791877,93994,3,6,0
51,821,320,740.6692865883157,0.05974806837066782,2882,1018436,45907,37,7,0
5,384,912,856.7333649811821,0.1412047360170218,45914,673400,59333,23,1,0
50,171,232,581.6982935431328,0.1580532535921241,46325,508524,37306,13,3,0
3,375,669,1204.2593373102068,0.034119962627634066,61365,981819,42629,40,1,1
5,684,436,837.9569615054165,0.22513937266983472,65038,786678,21353,0,3,0
51,361,780,579.6325709403586,0.031152191292121847,62458,31153,86683,16,14,0
5,558,532,1104.0367465223303,0.05286479983624694,35344,791644,82972,44,5,0
5,890,402,1279.6438401547773,0.11443258602637754,61998,134411,51994,23,5,1
5,140,52,1446.1324929584807,0.11329179295211618,65350,1006182,39387,26,11,1
2,886,786,1230.9805790777336,0.057872398111788306,61016,580526,56625,6,12,1
2,917,312,1431.101930918516,0.19588574344478837,8657,412610,57066,8,1,0
3,117,280,978.9191207352961,0.009296352899619694,5742,316015,85505,42,10,0
1,276,725,653.6020051378324,0.20024432879603735,16662,887104,8540,34,3,0
5,725,30,1046.2900653105203,0.038657452387659164,31556,470938,1264,57,3,0
50,219,336,463.07778714449773,0.009820913253210379,63618,296751,13306,11,13,1
1,904,182,835.8800788001313,0.027360802655942325,32834,52055,53818,20,0,0
50,25,22,1343.6221305413958,0.02706153613864073,60025,104509,24399,2,14,1
1,520,543,839.3062286236095,0.02892726762642045,5705,135467,97617,14,13,0
3,782,445,1049.7995081225008,0.019324875733705952,61558,651666,75802,20,1,1
5,9,73,496.31799294889544,0.014500090076607334,41363,408506,49108,9,13,0
5,983,9,563.1958963847112,0.03512280417935832,12176,87687,32153,32,2,0
4,377,483,830.6224748742151,0.0849295421449173,57142,327222,93261,45,12,0
50,632,455,465.94423027160224,0.05831341790820541,12697,396907,30625,58,14,0
1,636,565,1331.0502846941818,0.042574755519039276,39024,400686,99656,51,10,0
1,681,563,64.0,0.13722026329787393,40210,921345,56133,5,4,0
52,583,659,702.9686397366188,0.2239703926322313,28055,102652,52980,1,10,0
52,151,159,833.1168917323091,0.14138268161482528,60789,325341,58014,28,7,0
2,719,881,952.2262783499866,0.04034681565204137,21077,580061,94926,54,14,0
4,48,13,525.2225818212719,0.1364306545979049,14987,935280,63798,39,5,0
